text_id,project,match_text,numeric_value,context
P224396,saao_saa19,[1],1,", sent to me, saying: ""Review them!"" - 150 (men) of Nadinu, [1]20 of Hazalâ, 60 of Aplaya, [x] of the Suhean, [x] of the Hi"
P224396,saao_saa19,20,20,"ent to me, saying: ""Review them!"" - 150 (men) of Nadinu, [1]20 of Hazalâ, 60 of Aplaya, [x] of the Suhean, [x] of the Hind"
P224396,saao_saa19,60,60,"ing: ""Review them!"" - 150 (men) of Nadinu, [1]20 of Hazalâ, 60 of Aplaya, [x] of the Suhean, [x] of the Hindanean, [x] the"
P224396,saao_saa19,Ten,,"[reser]ve, [in all x] men of theirs who have come. (SPACER) Ten days: Harran – Tillê - Kubanaše - the city of Assur. (SPACE"
P224397,saao_saa19,5,5,"]se[lf] to take an oath by the (gods of) the king but burnt 5 towns. Moreover, he killed the guards of the towns and pl[u"
P224397,saao_saa19,200,200,"Moreover, he killed the guards of the towns and pl[unde]red 200 sheep [......] (Rest destroyed)"
P224401,saao_saa19,"1,000",1000,"[Concerning] what the king, my lord, wrote to me: ""[O]f the 1,000 cavalry which I formed and [is c]oming, you have extracted"
P224404,saao_saa19,two,,"(Beginning destroyed) [NN] (and) Muq[alli]l-kabti, total two servants of the chief cupbearer from Našmedi; Adad-killanni"
P224404,saao_saa19,two,,"cupbearer from Našmedi; Adad-killanni (and) his son, total two servants of the priest of Dur-Illil; Tatû from Kapar-Ilu-ba"
P224404,saao_saa19,six,,"na [fr]om Singara, a servant of the chief cupbearer. In all six criminals, they have terrorized the town of Nashur-Bel. (SP"
P224405,saao_saa19,ten,,"has said to the king, my lord, that it has been taken? For ten years the king, my lord, appointed the governorship of Urzu"
P224405,saao_saa19,2,2,"riminals; I went there, raised my eyes and saw the village. 2-3 elders of the country, local people, servants of the king"
P224405,saao_saa19,3,3,"minals; I went there, raised my eyes and saw the village. 2-3 elders of the country, local people, servants of the king,"
P224405,saao_saa19,2,2,"lu-iddina and seized the village there by force."" Now [l]et 2-3 elders of the country, local people, come and settle (the"
P224405,saao_saa19,3,3,"-iddina and seized the village there by force."" Now [l]et 2-3 elders of the country, local people, come and settle (the i"
P224405,saao_saa19,"19,000",19000,"g: ""[Should I se]ll my fields for money? Isn't it so that – 19,000 (hectares of) arable land [in the provin]ce of Urzuhina - ["
P224406,saao_saa19,400,400,"rning the boats about which the king, my lord, wrote to me, 400 boats [and x] water-skin rafts (Break) (SPACER) I shall set"
P224409,saao_saa19,one,,stroyed) [...] I did [not?] b[u]y [...] [...]... I gave him one mina of copper as a gift for a cart. Did each [k]or go [(fo
P224409,saao_saa19,one,,na of copper as a gift for a cart. Did each [k]or go [(for) one m]ina of c[opper]? (Break) Are [...]ya and Mar-... detained
P224412,saao_saa19,three,,"nd] their orchards [......] [Now] Giri-Ba'a[l, PN, and PN], three emissaries of [GN have entered with] the tribute. (SPACER)"
P224413,saao_saa19,"1,000",1000,"or] of Meṣ[i ...] has been placed [in the] fo[rt], there is 1,000 (homers of) se[ed] corn in there. The city lords around th["
P224414,saao_saa19,27,27,"[rig]ht. Inurta-ila'i [says]: ""I will set out [...] on the 27th."" [After] setting out, he will be [in] Kilizi (and) [may]"
P224415,saao_saa19,100,100,"he troops of the chief cupbearer (and) Aššur-eṭir have sent 100 horses, two chariots, and 300 oxen and they [a]re at your d"
P224415,saao_saa19,two,,"the chief cupbearer (and) Aššur-eṭir have sent 100 horses, two chariots, and 300 oxen and they [a]re at your disposal. [.."
P224415,saao_saa19,300,300,"er (and) Aššur-eṭir have sent 100 horses, two chariots, and 300 oxen and they [a]re at your disposal. [...] is harvesting ["
P224415,saao_saa19,30,30,"u did not fear the cherub, but I am herewith sending to you 30 kor of sesame oil with Šamaš-ereš."
P224419,saao_saa19,"6,000",6000,"To the kin[g], my [lo]rd: (your) servant Ašipâ. ruling 6,000 (homers of) barley of the village manager Ṣil-Bel is near b"
P224419,saao_saa19,"2,000",2000,"e rest of the barley has not been piled up. (There is also) 2,000 (homers of) Nergal-eṭir; (and) 3,000 (homers of) barley in"
P224419,saao_saa19,"3,000",3000,"ed up. (There is also) 2,000 (homers of) Nergal-eṭir; (and) 3,000 (homers of) barley in Sippar. The barley is far from the ri"
P224420,saao_saa19,one,,"...] ... [...] ... I am [now] sending to the king, my lord, one [...] whom I have ab[du]cted. (SPACER)"
P224421,saao_saa19,20,20,"! The former deserter whom I sen[t] to the Palace told me: ""20 men chased me as far as the outskirts of the city."" I sent"
P224422,saao_saa19,one,,"arer entered with the army, Rusa came and defeated him. Not one of them got out (alive). He is marching on and setting on t"
P224423,saao_saa19,22,22,"by the seah [of x ‘litres’]. They told [me]: ""We shall feed 22 ho[rses] and we shall also fatten [sheep]. In the y[ear of]"
P224424,saao_saa19,29,29,"m the Palace: ""Let them be brought here!"" They are bringing 29 per[son]s. To[da]y they are in Calah, I am giving them brea"
P224424,saao_saa19,One,,let them be brought and appointed where [their] people are. One of them is in Barhalza. I have sent word to bring him. I am
P224426,saao_saa19,four,,"]g, my lord! Ṣallaya, Burua-[...], Babê-šumki, Waru; in all four deserters (whom) [I am herewith sen]ding [t]o the king, [my"
P224427,saao_saa19,2,2,"(Beginning destroyed) [......] is estimated 2,[xxx,xxx] bricks, work allotment of [... yea]rs; 1,382,400"
P224427,saao_saa19,"1,382,400",1382400,"stimated 2,[xxx,xxx] bricks, work allotment of [... yea]rs; 1,382,400 bricks, work allotment of four months. In another year, the"
P224427,saao_saa19,four,,"lotment of [... yea]rs; 1,382,400 bricks, work allotment of four months. In another year, they were glazing bricks like this"
P224427,saao_saa19,"2,554,600",2554600,"In another year, they were glazing bricks like this. Total 2,554,600 bricks, work allotment of two years, 40,000 bales of straw"
P224427,saao_saa19,two,,"bricks like this. Total 2,554,600 bricks, work allotment of two years, 40,000 bales of straw according to one litre of stra"
P224427,saao_saa19,"40,000",40000,"this. Total 2,554,600 bricks, work allotment of two years, 40,000 bales of straw according to one litre of straw for one bric"
P224427,saao_saa19,one,,"allotment of two years, 40,000 bales of straw according to one litre of straw for one brick; four litres for the fastening"
P224427,saao_saa19,one,,", 40,000 bales of straw according to one litre of straw for one brick; four litres for the fastening of [...]. 6,260 bales"
P224427,saao_saa19,four,,"les of straw according to one litre of straw for one brick; four litres for the fastening of [...]. 6,260 bales of reeds; on"
P224427,saao_saa19,"6,260",6260,"traw for one brick; four litres for the fastening of [...]. 6,260 bales of reeds; one bale is 7.5 royal cubits, 7,000 garden"
P224427,saao_saa19,one,,"ur litres for the fastening of [...]. 6,260 bales of reeds; one bale is 7.5 royal cubits, 7,000 garden reeds; length [x] ro"
P224427,saao_saa19,7,7,"r the fastening of [...]. 6,260 bales of reeds; one bale is 7.5 royal cubits, 7,000 garden reeds; length [x] royal cubits"
P224427,saao_saa19,5,5,"the fastening of [...]. 6,260 bales of reeds; one bale is 7.5 royal cubits, 7,000 garden reeds; length [x] royal cubits,"
P224427,saao_saa19,"7,000",7000,"[...]. 6,260 bales of reeds; one bale is 7.5 royal cubits, 7,000 garden reeds; length [x] royal cubits, width [one] royal [c"
P224427,saao_saa19,one,,"cubits, 7,000 garden reeds; length [x] royal cubits, width [one] royal [c]ubit. Total, commander-in-chief; cubit of Arpad."
P224428,saao_saa19,"2,000",2000,"ts on the other side of Bab-bitqi and live there. They have 2,000 horses and 90 chariots, (but they are) not in fighting spir"
P224428,saao_saa19,90,90,"ide of Bab-bitqi and live there. They have 2,000 horses and 90 chariots, (but they are) not in fighting spirit. As they we"
P224429,saao_saa19,300,300,"ef cupbearer, to whom] the Šub[ri]an [had written]: ""[Send] 300 [It]u'eans!"", the chief cupbearer w[rote to me ...]: ""The Š"
P224429,saao_saa19,ten,,"he chief cupbearer w[rote to me ...]: ""The Šubrian has writ[ten] that I should send him 300 [It]u'eans."" I wrote to the chi"
P224429,saao_saa19,300,300,"me ...]: ""The Šubrian has writ[ten] that I should send him 300 [It]u'eans."" I wrote to the chief [cu]pbe[arer] as follows:"
P224430,saao_saa19,200,200,"[rakeans]: I stayed a full month in Bit-[...]. They gave me 200 [..., but] they did not give me their king’s men. News of t"
P224430,saao_saa19,One,,id not give me their king’s men. News of the [Bab]ylonians: One of their king’s [m]en [whom they se]nt out [to ...] (Break)
P224430,saao_saa19,25,25,Bab[ylon]: Ma[rduk] left (his temple) in procession on the 25th of Adar (XII). The son of Nabû-naṣi[r] has g[i]ven the [.
P224430,saao_saa19,5,5,.] (Break) He will tell [... w]hatever news there is on the 5th [of Nisan (I)].
P224434,saao_saa19,2000,2000,"onsists of): sheep, bird, bull, fish; [...]..., corn, beer, 2000 [...], [m]illet, garlic (Rest destroyed) (SPACER)"
P224436,saao_saa19,half,,"and of the king slip from the king's hands? [Or] is the man half-witted? I have now written to the ki[ng], my [lor]d. May th"
P224436,saao_saa19,one,,"m) to rob the open country [in the environs of Di]lbat. And one [particular] rob[ber ..., a ...] of the king, [is] like an"
P224436,saao_saa19,200,200,"ey [have broken] into the p[lough] store, and he has robbed 200 Dilbateans of my (barley) rations for a (whole) ye[ar, fro]"
P224436,saao_saa19,one,,"ley) rations for a (whole) ye[ar, fro]m their harvest, plus one mina of [silver]. Right now I cann[ot continue] cultivation"
P224440,saao_saa19,28,28,"Marduk ble[ss] the king, my lord! We went to Babylon on the 28th. We stood in front of the Marduk gate and spoke with the"
P224440,saao_saa19,10,10,"come to Babylon.'"" We spoke many words with them, but some 10 powerful men refuse to come out and speak with us; they kee"
P224440,saao_saa19,30,30,"saying: ""We are the kin[g]'s servants. We shall come on the 30th to speak with you, and our leaders will go to the king."""
P224441,saao_saa19,one,,"ve (now) asked the sheikhs, and they told me: ""Not a single one is left. These are all there are."" Now the sheikhs are comi"
P224441,saao_saa19,"6,000",6000,"šur. As to what the king, my l[o]rd, wrote to me: ""Feed the 6,000 captives in your presence."" For how long? (They are) 6,000!"
P224441,saao_saa19,"6,000",6000,"6,000 captives in your presence."" For how long? (They are) 6,000! Can I cut out one-third with all the magnates? Did I not w"
P224441,saao_saa19,one,,"ur presence."" For how long? (They are) 6,000! Can I cut out one-third with all the magnates? Did I not write to the king, m"
P224441,saao_saa19,third,,"resence."" For how long? (They are) 6,000! Can I cut out one-third with all the magnates? Did I not write to the king, my lord"
P224441,saao_saa19,"40,000",40000,"told me: ""If you had appealed to me, I would have given you 40,000 (homers) of barley."" Now does the king know that I have no"
P224441,saao_saa19,"6,000",6000,"es the king know that I have no barley? How long still? Let 6,000-3,000 (homers) be given to me, and let 3,000 (homers) also"
P224441,saao_saa19,"3,000",3000,"king know that I have no barley? How long still? Let 6,000-3,000 (homers) be given to me, and let 3,000 (homers) also be giv"
P224441,saao_saa19,"3,000",3000,"ong still? Let 6,000-3,000 (homers) be given to me, and let 3,000 (homers) also be giv[en] to Šamaš-bunaya. This (is what) I"
P224441,saao_saa19,"6,000",6000,"other magnates) the later captives."" Let them share these (6,000 captives) with me, and I will (then) share the later (capti"
P224441,saao_saa19,150,150,"ce of Šamaš-bunaya? When are they to be stocked?"" There are 150 walled towns of Šamaš-bunaya in Arrapha. Let them be brough"
P224442,saao_saa19,one,,"(Beginning destroyed) the king, my lord [......] my dead one ...[......] [concealed] my report from the ki[ng] and my .."
P224442,saao_saa19,four,,"the king, my lord. Now why did I not have bread to eat for four days on the distant road? The king, my l[or]d, should not s"
P224443,saao_saa19,22,22,"To the king, my lord: your servant Mannu-ki-Nergal. On the 22nd of Marchesvan (VIII) I brought the money into the New Pal"
P224444,saao_saa19,20,20,ble king's men and entrusted them to the major-domo. On the 20th of Sivan (III) they have set out and gone away. (SPACER)
P224446,saao_saa19,100,100,"ees who are coming. When they come from Damascus, there are 100 (homers of) wheat and 20 (homers of) barley to send them fr"
P224446,saao_saa19,20,20,"hey come from Damascus, there are 100 (homers of) wheat and 20 (homers of) barley to send them from Orontes."
P224448,saao_saa19,one,,"he as[k] for the people, I will not hold back even a single one of those in my presence, but will set free and give them al"
P224452,saao_saa19,50,50,"te to me: ""[Why] did you not se[nd] them?"" The troops, some 50 men of the Itu’eans s[e]t out from the course of the Tigris"
P224452,saao_saa19,10,10,ens of Babylon were [no]t present. They [cr]ossed over with 10 sh[eep; ......] [...] went [......] (Break) [......] will c
P224455,saao_saa19,20,20,ng off the [...] [...] ...... ... the city of ... [...] ... 20 minas of silver ...... 8 mi[n]as of silver [...] of [...] G
P224455,saao_saa19,8,8,... ... the city of ... [...] ... 20 minas of silver ...... 8 mi[n]as of silver [...] of [...] Grand total: 30 min[as of
P224455,saao_saa19,30,30,lver ...... 8 mi[n]as of silver [...] of [...] Grand total: 30 min[as of silver] instead of the silver [......] in the cu[
P224456,saao_saa19,half,,"town of Ba[r-Ur]i, he told me as follows: ""They are selling half a (homer of) b[arl]ey fo[r ...] shekels of silver. In a mon"
P224456,saao_saa19,one,,"f silver. In a month, each business [day], they are selling one pot of [...] sturgeons [fo]r [...] shekels of silver, one p"
P224456,saao_saa19,one,,"g one pot of [...] sturgeons [fo]r [...] shekels of silver, one pot of sturgeons in oil for 12 shekels (of silver and) half"
P224456,saao_saa19,12,12,"]r [...] shekels of silver, one pot of sturgeons in oil for 12 shekels (of silver and) half a [...] for three shekels of s"
P224456,saao_saa19,half,,one pot of sturgeons in oil for 12 shekels (of silver and) half a [...] for three shekels of si[l]ver [...] each in a month
P224456,saao_saa19,three,,eons in oil for 12 shekels (of silver and) half a [...] for three shekels of si[l]ver [...] each in a month. One ox is being
P224456,saao_saa19,One,,[...] for three shekels of si[l]ver [...] each in a month. One ox is being sold [for] 500 shekels of silver (and) a purṭû-
P224456,saao_saa19,500,500,si[l]ver [...] each in a month. One ox is being sold [for] 500 shekels of silver (and) a purṭû-weapon for sale [...]...s o
P224456,saao_saa19,30,30,"silver (and) a purṭû-weapon for sale [...]...s of ploughs, 30 oxen, ...[...] [...]s ...... 4 male go[at]s, [x] riding hor"
P224456,saao_saa19,4,4,"sale [...]...s of ploughs, 30 oxen, ...[...] [...]s ...... 4 male go[at]s, [x] riding horses [...] ... [......] [In] Mar"
P224456,saao_saa19,one,,"in that is given to the exempts at m[y] disposal, they have one (seah) of stored grain per man. (Should) one have wife [..."
P224456,saao_saa19,one,,"sal, they have one (seah) of stored grain per man. (Should) one have wife [...], she comes out (with) three seahs. To deput"
P224456,saao_saa19,three,,"per man. (Should) one have wife [...], she comes out (with) three seahs. To deputies [they give] four seahs each. ...[.....]"
P224456,saao_saa19,four,,", she comes out (with) three seahs. To deputies [they give] four seahs each. ...[.....] comes out [...] the main meadowland"
P224456,saao_saa19,five,,"e the water flows into the city. He has (also) dug a moat – five cubits wide, seven cubits deep – near the outer wall. A hor"
P224456,saao_saa19,seven,,"into the city. He has (also) dug a moat – five cubits wide, seven cubits deep – near the outer wall. A horse trainer told me"
P224457,saao_saa19,one,,"etter which the [k]ing, my lord, sen[t] to me, and I have g[one and] asked Par[n]i-aldê about the Assyrian messenger[s] who"
P224457,saao_saa19,four,,"nibî (and) Ṣirâ: these are the later messengers. There were four messengers, [w]ho went up to Urarṭu. The messengers of Urar"
P224459,saao_saa19,two,,"[c]ut the hay"" - [the f]allow ground has been broke[n] and two cubits high hay has been cut. All the corn and rice has bee"
P224459,saao_saa19,one,,"e corn and rice has been harv[ested. Real]ly, I ...[......] one homer of sesame oil to [......]... Ṣabu-d[amqu ...] the fo["
P224459,saao_saa19,four,,"... [... o]f the Arsazaeans [......] each [x] cubits to the four directions. 6 depots of broad bricks for 6 towers, 10 brick"
P224459,saao_saa19,6,6,"Arsazaeans [......] each [x] cubits to the four directions. 6 depots of broad bricks for 6 towers, 10 brick (depots of) b"
P224459,saao_saa19,6,6,"cubits to the four directions. 6 depots of broad bricks for 6 towers, 10 brick (depots of) broad bricks for 4 tow[er]s (a"
P224459,saao_saa19,10,10,"the four directions. 6 depots of broad bricks for 6 towers, 10 brick (depots of) broad bricks for 4 tow[er]s (and) 10 (dep"
P224459,saao_saa19,4,4,"bricks for 6 towers, 10 brick (depots of) broad bricks for 4 tow[er]s (and) 10 (depots of) bricks before the city wall f"
P224459,saao_saa19,10,10,"ers, 10 brick (depots of) broad bricks for 4 tow[er]s (and) 10 (depots of) bricks before the city wall for ... each 20 cub"
P224459,saao_saa19,20,20,nd) 10 (depots of) bricks before the city wall for ... each 20 cubits (10 m) betw[een] them. (Of) the neare[st] tower befo
P224459,saao_saa19,10,10,ots of) bricks before the city wall for ... each 20 cubits (10 m) betw[een] them. (Of) the neare[st] tower befo[re the ga]
P224459,saao_saa19,6,6,"betw[een] them. (Of) the neare[st] tower befo[re the ga]te, 6 cubits of each wall set has been [l]aid down. They have bee"
P224459,saao_saa19,20,20,"NN] I have [...ed] his fi[e]ld. Much (Break) (SPACER) each 20 (10 m) cubits between them 10 good ...s, ...s [...] 20 ...["
P224459,saao_saa19,10,10,"I have [...ed] his fi[e]ld. Much (Break) (SPACER) each 20 (10 m) cubits between them 10 good ...s, ...s [...] 20 ...[s .."
P224459,saao_saa19,10,10,"d. Much (Break) (SPACER) each 20 (10 m) cubits between them 10 good ...s, ...s [...] 20 ...[s ......] ...... I have settle"
P224459,saao_saa19,20,20,"each 20 (10 m) cubits between them 10 good ...s, ...s [...] 20 ...[s ......] ...... I have settled the ... of ...... Ever"
P224460,saao_saa19,22,22,"Karalla to whom the king sent me, he entered Kilizi on the 22nd and will enter Calah on the 23rd. He has his tribute with"
P224460,saao_saa19,23,23,", he entered Kilizi on the 22nd and will enter Calah on the 23rd. He has his tribute with him. Perhaps my lord will say: """
P224461,saao_saa19,25,25,ak up in the king’s presence! I may come down either on the 25th of Tishri (VII) or on the 1st of Tebet (X). See what is c
P224461,saao_saa19,1,1,"may come down either on the 25th of Tishri (VII) or on the 1st of Tebet (X). See what is convenient for my brother, and"
P224465,saao_saa19,10,10,"]: Mukin-ze[ri] has entered Babylon from Bit-Amukani having 10 horses with him. He greeted the Babylonian[s], saying: ""I h"
P224465,saao_saa19,600,600,"th him. He greeted the Babylonian[s], saying: ""I have ...ed 600 horses insi[de] Assyria (and) ...ed (them) into m[y] countr"
P224468,saao_saa19,three,,[...] ... [...] [...] all [...] [x] houses from Mazamua and three from Urzuhina have c[ome] to Sippar. They are picking up al
P224469,saao_saa19,one,,"der ...[...]. T[he Ba]bylonians plunder a man from me (like one), who plunders a shadow in the open country. Return (the ma"
P224470,saao_saa19,third,,"were in my presence. (As) he was about to enter, I sent my 'third man' to him, saying: ‘Come, stay with me, and let’s go and"
P224471,saao_saa19,30,30,". I appointed a eunuch over them as fort commander and made 30 [Š]i'anean men to enter there. They will keep the w[at]ch,"
P224471,saao_saa19,30,30,"there. They will keep the w[at]ch, and release them thus by 30 men. As to what the king ordered: ""Bring 10 Yasubaean house"
P224471,saao_saa19,10,10,"se them thus by 30 men. As to what the king ordered: ""Bring 10 Yasubaean households into Kašpuna!"" The water is strong the"
P224473,saao_saa19,one,,"annot proceed to them, and, therefore, we cannot unite with one another. I sent Yasubaya with cavalry [to] them (with the f"
P224473,saao_saa19,"10,000",10000,"e grazing in Buharru the Larakeans went and plundered about 10,000 sheep of Mukin-zeri. News of Babylon: Mukin-zeri has said t"
P224473,saao_saa19,3,3,"him. News [o]f the governor of Nippur: He came to me on the 3rd of Tishri (VII) and three chariots, cavalry and 500 arche"
P224473,saao_saa19,three,,"nor of Nippur: He came to me on the 3rd of Tishri (VII) and three chariots, cavalry and 500 archers [c]ame with him. Concerni"
P224473,saao_saa19,500,500,"on the 3rd of Tishri (VII) and three chariots, cavalry and 500 archers [c]ame with him. Concerning the Arameans about whom"
P224473,saao_saa19,five,,"and send (the letter) to me!"" [......]s, an Aramean woman, five [...] Perh[aps the king], my [lo]rd will say: ""[......] (Br"
P224476,saao_saa19,one,,"s re[fuse] to g[ive them], saying: ""(Not) until they give m[one]y to us."" Let money be given to them (the Arameans) so they"
P224480,saao_saa19,30,30,"n[ce] (Break) (SPACER) I descended [......] [Regarding] the 30 infantrymen [about whom the king, my lord, wr]ote, [......]"
P224482,saao_saa19,one,,[...]. A seal[ed document ...] regular sheep offering with one [......] ... head [......] has cu[t ......] the (cult) dais
P224484,saao_saa19,half,,"belts that my lord likes, the ordinary waist-belts sell for half a mina of silver each. As to that waste land, we have not y"
P224490,saao_saa19,226,226,"As to the number of beams about which the king wrote to me; 226 heavy beams (are) for the royal palace, 212 for the storeho"
P224490,saao_saa19,212,212,"ng wrote to me; 226 heavy beams (are) for the royal palace, 212 for the storehouses, [x+]10 for the tower (and) 639 beams ["
P224490,saao_saa19,10,10,"ms (are) for the royal palace, 212 for the storehouses, [x+]10 for the tower (and) 639 beams [for] the palace of [Ekall]at"
P224490,saao_saa19,639,639,"palace, 212 for the storehouses, [x+]10 for the tower (and) 639 beams [for] the palace of [Ekall]ate. [The wat]ch (of) the"
P224492,saao_saa19,27,27,er. He will bring him to the Palace. They will leave on the 27th of Shebat (XI). (SPACER)
P224493,saao_saa19,"1,000",1000,"between them. If he takes the t[own]s and I have cultivated 1,000 (homers of) cornfiel[d th]ere, should he harvest it? Moreov"
P224496,saao_saa19,one,,The emissaries of [GN] are now comi[ng] with Marduk-iddina; one team of horse[s] and one team of mules is all they [have br
P224496,saao_saa19,one,,e now comi[ng] with Marduk-iddina; one team of horse[s] and one team of mules is all they [have brought] to me. I spoke to
P224496,saao_saa19,one,,"ought] horses from the towns of [the country]. ... w[e ...] one ano[th]er from the granary [...]. The king, my lord, knows"
P224497,saao_saa19,25,25,", [my] lo[rd]: your servant Nahiši, the [...]. I have given 25 sheep to Merodach-baladan (and) brought him out on the 7th"
P224497,saao_saa19,7,7,n 25 sheep to Merodach-baladan (and) brought him out on the 7th day. I have fixed the measurements of the doors and am he
P224497,saao_saa19,30,30,"would I construct a revetment without a trunk?! I have laid 30 courses (of bricks). The treasurer, however, has seen it, a"
P224498,saao_saa19,36,36,"ng's forts are well. The king, my lord, can be glad indeed. 36 bales of reed – I personally went down to the river bank, a"
P224503,saao_saa19,two,,"ould be held accountable for ... [...]? Ameli, Inurta-[...] two [...]s [......] (Break) The k[i]ng should send word that th"
P224503,saao_saa19,32,32,.. about which/whom Atamar-Aššur ... told. I have inspected 32 [...]s; those are [...]. Nabû-killanni the [... official o]
P224503,saao_saa19,20,20,fficial o]f Mu[šal]lim-Aššur [...] [......]s o[f ...] [W]hy 20 [...]? (Break) who in the town of [......] [yo]u go [to] th
P393604,saao_saa19,three,,"when I previously heard that your brothers were killed, for three days nobody entered into my presence, my heart broke. Now y"
P393604,saao_saa19,26,26,The bodyguard Na'di-ilu del[i]ver[ed] (the letter) [on] the 26th [of] Iyyar (II). (SPACER)
P393606,saao_saa19,30,30,nce in [U]rzuhina on the first of Tammuz (IV) together with 30 riding horses. One [...]... [......] (SPACER) let [...] as
P393606,saao_saa19,One,,on the first of Tammuz (IV) together with 30 riding horses. One [...]... [......] (SPACER) let [...] as [...] I have writ[t
P393606,saao_saa19,ten,,"e [...]... [......] (SPACER) let [...] as [...] I have writ[ten to yo]u; [d]on't be [ne]gligent [wi]th your cavalry, althou"
P393608,saao_saa19,20,20,"be glad indeed. I am herewith sending to the king, my lord, 20 bales from the household of the commander-in-chief, 40 (bal"
P393608,saao_saa19,40,40,"ord, 20 bales from the household of the commander-in-chief, 40 (bales) from the t[reasurer], 30 (bales) from the [chi]ef c"
P393608,saao_saa19,30,30,"of the commander-in-chief, 40 (bales) from the t[reasurer], 30 (bales) from the [chi]ef cupbearer, in all 90 b[al]es of re"
P393608,saao_saa19,90,90,"t[reasurer], 30 (bales) from the [chi]ef cupbearer, in all 90 b[al]es of reed. I took off the water-skin raft (on which t"
P393608,saao_saa19,3,3,the water-skin raft (on which the reed was shipped) on the 3rd of Iyyar (II). (SPACER)
P393609,saao_saa19,10,10,harvest has come out exceedingly well. The king knows that 10 ho[mers] of seed is cu[ltivated] annually. [......] an esta
P393609,saao_saa19,40,40,rs] of seed is cu[ltivated] annually. [......] an estate of 40 [homers of sown land] [......] has cultiv[ated] 10 homers o
P393609,saao_saa19,10,10,state of 40 [homers of sown land] [......] has cultiv[ated] 10 homers of s[eed]. [They have] utili[zed the la]nd of [th]is
P393609,saao_saa19,150,150,"hort, I shall indemnify it fully. Bet-Eriy[a], an estate of 150 homers of land, has seized an estate of 100 homers of sown"
P393609,saao_saa19,100,100,"], an estate of 150 homers of land, has seized an estate of 100 homers of sown field."
P393611,saao_saa19,third,,"(Beginning destroyed) [...] It is the third year (now) since they took the t[o]wn, (and) they are sayin"
P393611,saao_saa19,140,140,"[...] in the village of the que[en]"" [...]...[...] [......] 140 (‘litres') of flou[r (in]stead of [......] He is taking (fo"
P393611,saao_saa19,30,30,"g (for himself) a town of the king. I have sent from Guzana 30 (‘litres') of flour, 50 sheep and 40 jars, but has the town"
P393611,saao_saa19,50,50,"f the king. I have sent from Guzana 30 (‘litres') of flour, 50 sheep and 40 jars, but has the town itself been purchase[d]"
P393611,saao_saa19,40,40,"have sent from Guzana 30 (‘litres') of flour, 50 sheep and 40 jars, but has the town itself been purchase[d] with silver?"
P393613,saao_saa19,one,,s from [...] are visiting the crown prince in Assyria. [The one] in charge of the captives [of] the town [...] to the peopl
P393614,saao_saa19,400,400,at on [{ithis}] side of the outer wall. Those approximately 400 Gurreans had been sen[t out] to raid [the steppe]. A guard
P393614,saao_saa19,200,200,"ht them from the town of Yauna and R[e]š-ṣurri. I have sent 200 men to the commander-in-chief, who says that they should be"
P393614,saao_saa19,24,24,"-chief, who says that they should be brought to the Palace. 24 men have died here. There are (also) people who were caught"
P393615,saao_saa19,46,46,"ten (about this)?"" I have already written to my lord twice: 46 horses, 165 oxen, 4,635 sheep are in my charge (and) 33 hor"
P393615,saao_saa19,165,165,"this)?"" I have already written to my lord twice: 46 horses, 165 oxen, 4,635 sheep are in my charge (and) 33 horses, 135 oxe"
P393615,saao_saa19,"4,635",4635,"have already written to my lord twice: 46 horses, 165 oxen, 4,635 sheep are in my charge (and) 33 horses, 135 oxen are in the"
P393615,saao_saa19,33,33,"ce: 46 horses, 165 oxen, 4,635 sheep are in my charge (and) 33 horses, 135 oxen are in the charge of Aššur-naṣir. I have g"
P393615,saao_saa19,135,135,"es, 165 oxen, 4,635 sheep are in my charge (and) 33 horses, 135 oxen are in the charge of Aššur-naṣir. I have given him ord"
P393615,saao_saa19,16,16,"t to him, and he has left for my lord. Aya-neri has fetched 16 logs that came from Bel-ibni, deposited them unto me, and I"
P393616,saao_saa19,"20,000",20000,"ruling [Concerni]ng what the king, my lord, [wrote] to me: ""20,000 [homers of barley] have been imposed on you - [wh]en will y"
P393616,saao_saa19,thousand,,"osed on you - [wh]en will you raise them?"" I have raised [x thousand] 966 homers [of barley] (Break) (SPACER) [I shall rai]se th"
P393616,saao_saa19,966,966,"u - [wh]en will you raise them?"" I have raised [x thousand] 966 homers [of barley] (Break) (SPACER) [I shall rai]se the fir"
P393617,saao_saa19,Half,,"lah and impressed upon me regarding the watch over Riblah: ""Half of the pack animals should enter Riblah whereas the other h"
P393617,saao_saa19,half,,"f of the pack animals should enter Riblah whereas the other half should enter Qadeš."" Aini-El has gone and ap[peal]ed to the"
P393617,saao_saa19,half,,"a[h ......] (Break) (SPACER) [There is] water and oil [for] half of the [men] but n[ot] for the other half. If the king, my"
P393617,saao_saa19,half,,"ter and oil [for] half of the [men] but n[ot] for the other half. If the king, my lord, c[ommands]: ""Let them buy and eat th"
P393619,saao_saa19,five,,"h of Manṣuate has (now) come to me, (bringing) with him his five sons, [...]..., [and the res]t of [his] people. [The m]en a"
P393619,saao_saa19,30,30,"[and the res]t of [his] people. [The m]en ar[rived] on the 30t[h of ...]. I told to [thei]r compeers: ""I will release and"
P393620,saao_saa19,two,,[le]t him attack [... ...] the archers [... On the x]th day two of them [......] 40 [......] [......] together [O]n the 20t
