text_id,project,translation,token_count
P224472,saao_saa19,"[To] the king, my lord: [yo]ur [servant] Qurdi-Aššur. Go[od he]alth to the kin[g], my lord! [Ever since the kin]g, my lord, appointed me here, the [...s] appointed [...] ov[er m]e. [...... DN]-ila'i [...... A]s to what I wrote to him: ""[...] the town of Helbon [......]... refused [to ...... but w]e[n]t (Break) [......] Nabû-bani says: ""[...] I am not involved in it. [...] read(s) now [...] the king [......] towers [...] (Break) (SPACER) [...]... says: ""The town of [......] [I swear] I do not give [t]he orchards of the villages [of] Helb[on to a]nybody! If good orchards have turned [in]to wasteland, [let] the king [cal]l m[e] to account. Now, if [s]omebody again opens [his mouth] with me [......, the king, my lord, sho]uld know (this) [......] the king [......] the commander-in-chief [......] if [......] the governor [......] to me ...[...... By the god]s of the king, [ver]ily [......] know [...] the king [......] [...... N]ow the king, my lord [......]... [Perhaps the king, my lord], will say: ""[......] of the king [......] that he [......] (SPACER)",144
P224473,saao_saa19,"(Beginning destroyed) [......] I s[ai]d: ""Why (is it that) the k[ing has com]e out (but) you are staying at home? The force[s] of the Palace are there."" [They said]: ""We will not go [ther]e (against Mukin-zeri)."" They are very much afraid of him. They will not go inside the area [at any conditi]on. I shall go to them [...]. Mukin-zeri [has en]camped [be]fore me and (is) between (me) and them. I cannot proceed to them, and, therefore, we cannot unite with one another. I sent Yasubaya with cavalry [to] them (with the following message): ""Go and tell them to come out. 'Wh[y] are [y]ou [s]taying at home? If you do not go to the territory of Mukin-zeri, come as far as Marad. I shall myself come from here and unite with you.'"" Yasubaya wen[t] and told them (my message) but they refused to come out. Yasubaya came back and told me their news, saying: ""They say: ‘If the troops really [c]ome, we will see them and we will come out from there; otherwise if the troops do [not] come, we will certainly not com[e ou]t. We will stay [in] the town [unt]il we will see the troops.'"" [This] was their news. [......] They [will] surely no[t] fight [or] go [into th]eir [midst ......] [The kin]g, my lord, will [... I am (now) se]nding them [to the king, my lord]. I [......] (Break) saying: ""Wha[t ...]? You gi[ve ...]... their work [...]? All the Arameans who were in Sapia c[am]e with Mukin-zeri, and when Mukin-zeri [cam]e out of Sapi[a], he plundered the shee[p] of Lara[k] alo[ng] his route. (But when) the sheep of Mukin-zeri were grazing in Buharru the Larakeans went and plundered about 10,000 sheep of Mukin-zeri. News of Babylon: Mukin-zeri has said to the citizens of Babylon: ""Come away with me to kill the date palms of Dilbat!"" The citizens of Babylon refused to go with him but the oblates of Bel went with him. News [o]f the governor of Nippur: He came to me on the 3rd of Tishri (VII) and three chariots, cavalry and 500 archers [c]ame with him. Concerning the Arameans about whom [the king, my lord, w]rot[e] t[o m]e: ""Write down (their details) and send (the letter) to me!"" [......]s, an Aramean woman, five [...] Perh[aps the king], my [lo]rd will say: ""[......] (Break) [...] the governor of Arrapha to the ci[ty of ......] [...] I am s[ending (my) le]tt[e]r to the king, my lord [...] [...] the messenger of the king, my lord, [...] to him [......] let [the messenger of the king, my lord], bring him/it to me [......]",413
P224475,saao_saa19,"[To] the king, my lord: your [servant] Duri-Aššur. ruling The forts of the king, my lord, are very well. The king, my lord, can be glad. Perhaps the king, my lord, will say: ""Why did you not send me m[y] messenger in the custody of [your] messe[nger]?"" There is very much snow; I have sent out scouts but they have turned back, saying: ""Where can we go?"" As soon as the snow decreases, they will set off and enter (the Palace). Informers are bringing news of the enemy.",87
P224476,saao_saa19,"To the king, my lord: your servant Aššur-matka-tera. Good health to the king, my lord! ruling As to the Arameans about whom the king said: ""They should be made to marry wives,"" [I] have seen women in great numbers (there) but the[ir fath]ers re[fuse] to g[ive them], saying: ""(Not) until they give m[one]y to us."" Let money be given to them (the Arameans) so they can marry. (SPACER)",66
P224477,saao_saa19,"[To the king], my lord: [your servant NN]. [They] bles[s] the ki[ng], my [lo]rd, saying: ""[...... DN] will make the king, my lord, live forever. The ... wrote (to me), saying: ""my [...] [......] the kin[g], my lord (Break) (SPACER) [As t]o [..., about wh]om the king, my lord, wro[te to me]: ""Find out what is the news about him and write it to me."" He is in his country and does his work. His whole country is quiet; they are doing their work. His men are doing work in the fort. (SPACER)",85
P224479,saao_saa19,"T[o the kin]g, my lord: your servant Nabû-šumu-iškun. ruling The very best of health to the king, my lord! The forts [of the ki]ng, [my lord], are well (Rest destroyed) (SPACER)",27
P224480,saao_saa19,"[To the king], my [lo]rd: [your servant Inurta]-ila'i. [Good health to the k]ing, my lord! [As to the ...] about whom the king, my lord, [wrote to me ...] a beautiful [da]ughter [......]... [......] a table [...... that] I am equipping him [...] there is no [...] [As to what the king], my [lord], wrote to me [...... ev]er sin[ce] (Break) (SPACER) I descended [......] [Regarding] the 30 infantrymen [about whom the king, my lord, wr]ote, [......]. (SPACER)",66
P224481,saao_saa19,"[To the king, my lord: your servant NN]. The be[st of heal]th t[o] the king, my lord! As to the grain st[ore] for barley about which the king wrote to me; let plenty of barley be brought and stored therein. (SPACER)",40
P224482,saao_saa19,"(Beginning destroyed) [NN ......] ...[... ......] ...[......] the men [......] when the (cult) dais [......] [...] oxe[n ......] (Break) (SPACER) I (and) the [... official ......] its/his ... [......] saying: ""Let him tell me! [Gird your] loin[s ...], but stay (here) and bring [...]. They brought [...]. A seal[ed document ...] regular sheep offering with one [......] ... head [......] has cu[t ......] the (cult) dais [......] (Break) [......] ...... [......] [......] of m[y] lord [......].",45
P224484,saao_saa19,"To the pala[ce] scribe, my lord: your servant Bel-abu'a. Good health to [m]y lord! The house is very well. The Inner City is well. We have fed your house. All the delegates are rejoicing and have blessed my lord. (As to) the waist-be[lts about which m]y lord s]a[id]: ""You have not g[iven] (any of them)."" There are no waist-belts that my lord likes, the ordinary waist-belts sell for half a mina of silver each. As to that waste land, we have not yet got hold of the (purchase) document, (but) Urdu-Allaya [will gi]ve it to you.",96
P224486,saao_saa19,"[To the king], my [lord: your servant] A[ššu]r-šallimanni. [Good] health to the king, my lord! As to the news of the king of Elam, he has crossed (the river) and has set on the bridge. He had heard that the governor of Arrapha had come to Der and turned Zineni back from the bridge. (But) now Zineni and his whole army have finished crossing over (the bridge) after him. From the bridge he has gone inside the forest of Adad-mukin-apli and set (camp) amidst the Arameans. [I went] from De[r] as far as the bridge, fastened soil o[n the bridge] and moved up [troops in there]. I went [to ... and said] to the [...] before you [......] (Break) As the ki[ng, my lord, commanded], I shall fini[sh] the fort and [move up] troops in the[re]. Those in Der [are ...]. I have sent a messenger to the [Vizier]; he has not yet come (back) [to me]. Amel-Illil has delivered the let[ters] which the king, my lord, sen[t to me]. He has not y[et] come (back) but as soon as he co[mes], I shall send t[o] the king, my lord, whatever news there is. (SPACER)",189
P224488,saao_saa19,"(Beginning destroyed) NN [......] has come [.... Perhaps the king, my lord], will say: ""[...] to letter[s ......] are empty ...[ ...] concerni[ng t]he horse[s ...] on the bo[rder o]f [...] in the city of [......] I [......] I am waiting for ...[... ...] ...[.... Perhaps the king, my lord], will say: ""[......] (Break) (SPACER) [t]he messe[nger and ......] bot[h ...] killed [...] surround[ed ...] saying: ""They were not the people of Dannaya [who] plundered my sheep but the people of Arzâ plund[er]ed them."" The king my lord kn[ows that] until I have called the harve[sters, ...]. (SPACER)",75
P224489,saao_saa19,"To the king, my lord: your servant Inurta-belu-uṣur. Good health to the king, my lord! ruling As to what the king, my lord, wrote to me: ""Take care of the oxen of the Palace in your charge!"" The oxen of mine that were assigned to my charge by the Palace are very many. [I] have been petitioning to the king, my lord, telling him that I have no fodder store. (The towns) Gilgimê and Kunanê are/were my fodder stores, but [B]el-Harran-šarru-uṣur has [...] tak[en] their [... f]rom the meadows (and) has [...ed] the utensils [in the to]wns Ilanasa (and) [U]rmu. Now let [the king], my lord, write to Bel-Harran-šarru-uṣur and Attar-idri. They have a shepherd's house and a fodder store at their disposal. Let them take care of the king my lord's oxen. These (oxen) are the king my lord's and the ones at my disposal are likewise the king my lord's.",154
P224490,saao_saa19,"(Beginning destroyed) [......] ho[rses ...]. Concerning [the house of Nupari] where the k[i]n[g] s[ent me to, saying]: ""Go! Let the criminal[s of] the house of Nupari die!"" [(Now) ...]haya is with them; he is a criminal [(and) Nu]pari is dead. [...] his brothers [......] me [...... u]s [......] (Break) If the k[ing] so orders, we shall pay the [...] of the criminals. As to the number of beams about which the king wrote to me; 226 heavy beams (are) for the royal palace, 212 for the storehouses, [x+]10 for the tower (and) 639 beams [for] the palace of [Ekall]ate. [The wat]ch (of) the [...] men [...] I have seized the house, the equipment o[f ... (and) the ...]s [...] where [......] (Rest destroyed) (SPACER)",108
P224491,saao_saa19,"To the k[in]g, m[y lo]rd: yo[ur] se[rv]ant [NN. Good health to] the k[ing], my [lord]! ruling Concern[ing the ci]ty of the [M]azam[uans] about which the king, my lord, wro[te] to me: ""Ho[w m]uch seed-corn is there?"" - their seed-corn [...] [......] as the [king], my [lo]rd, [com]m[and]ed to the c[ity]-lo[rd]s (Break) [...] their [...] [......] in [... b]order eat [...], the apprentice(s) [...]. They boost this [c]ity of the Mazamuans. ...... [...] apprentice(s) Where is your ...? The city of the Mazamuans (Rest too broken for translation)",68
P224492,saao_saa19,"[T]o the king, my lord: your servant Qurdi-Aššur. Good health to the king, my lord! A messenger of the Dibonite Aya-nur[i], his name is Ezazu, is bringing a sealed document to the Palace. The words in the sealed document of his concern the Moabites. It is about the fact that the Qedarites went straight away to Moab and defeated it. Now then I have entrusted him in the hands of my messenger. He will bring him to the Palace. They will leave on the 27th of Shebat (XI). (SPACER)",88
P224493,saao_saa19,"[To the k]ing, my l[or]d: [yo]ur [servant] Sulaya. Good [heal]th t[o] my [lo]rd! Šamaš-naṣir, the deputy of Aššur-rema[nn]i has come [to] me, sa[ying]: ""The king has given me the towns of Taku, Lulubani and Mila. Bring out your people so that I can bring my people in."" I refused to give up the towns, saying: ""Until I see the king's messenger, I will cultivate [the tow]ns."" The king know[s] that Pirriya is not a subsoil-plough household; water is hard there. It is a shepherding household: pigs and deers are strong there. All the arable field[s] that can be cultivated [there ...] (Break) [hors]es [...] [...]... th[ere ......] ...... the land of Hatti [...] they eat fodder ther[e]. I am cultivating barley in Pirriya. These towns are not pertinent to his t[own]s. The towns [o]f Hašdat and the governor of Arpad block the access between them. If he takes the t[own]s and I have cultivated 1,000 (homers of) cornfiel[d th]ere, should he harvest it? Moreover, should he enjoy my y[ok]e horse(s)? Where should I bring the unit of horses in my command? (SPACER)",174
P224494,saao_saa19,"(Beginning destroyed) [...... B]abylon [...] [......] Merodach-baladan, saying: ""[...] [... v]ery [...]. We said to him as follows: ""Let [... come] and take barley rations [fr]om the household of Salamu."" But he refuses to send [... to the household of Sal]amu, saying: "" [......] of the Li'tamu [...... the tow]n of Patibiri [......] roof(s) [...... w]ent [...... the Li]'tamu [......] the Arameans [......] field [......] him [......] the Hagaranu [......] they seized [...... o]f the town Qarradi [......] their heralds [came] to me. I encouraged them: ""Fear [no]t, come out! [......] stay (yourself) in your towns and let your [sons] go with us!"" [They replied]: ""Let us equip the king's [me]n [......] (Rest destroyed)",87
P224495,saao_saa19,"[T]o the gove[rnor, my brother: yo]ur [brother] Bel-e[riba. Good] health to m[y] bro[ther]! The guard Nabû-eṭiranni and Issar-šumu-ereš, a recruit of the team commander, brought me a team of Egyptian horses, saying: ""This is a royal order: ‘[Br]i[ng] the horse(s) into the city of [......] [...] in the land of [...]. [I]f it is a royal order, [let] my brother send word that I may receive the team. (SPACER)",67
P224496,saao_saa19,"[To the kin]g, my lord: [your servant] Nabû-belu-[ka''in]. The very bes[t of he]alth t[o] the k[i]ng, [my] lo[rd]! The emissaries of [GN] are now comi[ng] with Marduk-iddina; one team of horse[s] and one team of mules is all they [have brought] to me. I spoke to them as follows about the palace servant: ""The fie[ld ......] your neighbour [... the ...] around you is [...]."" ""When a eunuch (or) a [...] are not loyal with me, [they will die]. If they see (disloyalty) but do not [tell me, they will die as well]. I have heard that ind[eed ...] palace servants [have ...] oxen in a temple."" ""Perhaps they are [......] [...] ... not [...] (Break) (SPACER) [......] the towns [......] [t]hese [......] have not come out [to perform] their state service [and have not brought] horses from the towns of [the country]. ... w[e ...] one ano[th]er from the granary [...]. The king, my lord, knows that ...... the entire [...] is shatter[ed]. These towns in the mountains, all that are intact, these I have not seen. I a[lon]e am performing the state service. The whole tribute ...[... ...]... they [du]mped the horses upon me. Now these towns have been lifted of the[ir] state service, and I have to buy the horses and m[u]l[e]s. If the state service of the towns has been [re]moved, (then) let them take the (obligation to provide) horses away from me and let them (= the towns) buy them. The province where I have procu[red] ho[rse]s [for the k]ing, my lord, [......] them [...] the prefects [...] a[s they] wish [and ta]ke [horses] ... the k[i]ng, my [lord, ......] [... the king], my lord, kno[ws that ...] [......] Bit-Hamban [...] [...]... which was plundered [...] [...] let a royal [eunuch] come (and) [inspect the to]wns. [Otherwise] let [the king], my [lo]rd [himself] inspect all the safe (towns).",277
P224497,saao_saa19,"To the palace scribe, [my] lo[rd]: your servant Nahiši, the [...]. I have given 25 sheep to Merodach-baladan (and) brought him out on the 7th day. I have fixed the measurements of the doors and am herewith sending them to my lord. Concerning the box of sinews about which my lord wrote to me: ""Did they give it to you as you had tested?"" – I have brought in the sinews of Digirina. When I come, I will tell my lord what I have tested and sold. (As to) the letter which my lord sent to the treasurer regarding the plot of land at our side, he gave it to u[s], saying: ""In view of your (good) name, the bought men may dwell there."" (As to) the letter which my lord sent to me concerning the mayor, he has gone to Assyria, so my lord can speak with him (in person). Concerning the revetment of which my lord wrote to me: ""Construct it from (the materials in) the trunk"" – would I construct a revetment without a trunk?! I have laid 30 courses (of bricks). The treasurer, however, has seen it, and is saying: ""Patch it up and leave it; it is (too) much work.""",204
P224498,saao_saa19,"To the king, my lord: your servant Ululayu. The best of health to the king, my lord! Assyria is well, the temples are well, all the king's forts are well. The king, my lord, can be glad indeed. 36 bales of reed – I personally went down to the river bank, and they crushed and collected it in my presence. I am (now) sending it to the king, my lord, with the royal bodyguard Ubru-Nergal. (SPACER)",75
P224499,saao_saa19,(Beginning destroyed) [Let th]em dispa[tch ...] [The servants o]f Ṣil-Bel [...] sen[t] a chest to the scribe of A[šipâ]. The experts serving [him] se[aled the chest] which Ṣil-Bel had s[ent with] the scribe [and ...] an order [...] [the de]por[tees ......] [...]... [...] the rest (of the people) [who ...] disappeared [......] their people went away t[o their ...]. The king should sen[d ......] (Rest destroyed),51
P224500,saao_saa19,"To the king, my lord: your servant Duri-Aššur. The very best of health to the king, my lord! As to what the king, my lord, wrote to me: ""Let your major-domo come"" – right now, he is provisioning all my [men], who are there, and they will (then) come quickly. (SPACER)",50
P224501,saao_saa19,"[T]o the king, my lord: your servant Aš[šur-mat]ka-pahhir. Good health to the king, my lord! Concerning the fields which the governor of Guzana appropriated (and) about which the king, my lord, wrote to me: ""Had the fields previously been purchased?"" (Rest destroyed) (SPACER)",40
P224502,saao_saa19,"To the king, m[y] lord: your servant D[uri]-Aššur. [The be]st [of heal]th to the [king], my lord! [The fort]s of the king, [m]y lord, are [ve]ry, [ver]y well. The k[ing, my lo]rd, can be [gl]ad. (SPACER)",35
P224503,saao_saa19,"(Beginning destroyed) [...... as to what the king, my lord], wrote to me: ""[......] ...s."" [...] certainly not [...] there. Concerning the her[a]ld (and his) apprentice about w[hom the kin]g, my lord, commanded, w[h]o should be held accountable for ... [...]? Ameli, Inurta-[...] two [...]s [......] (Break) The k[i]ng should send word that the eunuchs who ...[...] be broug[ht] there. Bel-ereš and [...]-Aššur [...] are the messenger(s) whom I send to [...]. A[s t]o ... about which/whom Atamar-Aššur ... told. I have inspected 32 [...]s; those are [...]. Nabû-killanni the [... official o]f Mu[šal]lim-Aššur [...] [......]s o[f ...] [W]hy 20 [...]? (Break) who in the town of [......] [yo]u go [to] the border, [......].",93
P393604,saao_saa19,"The king's word to the clergymen, the congrega[ti]on, the leaders of [Babylon] (and) to the citizens of Babylon: I am well, Assyria is well – you can be glad. Don't be afraid because of the news you heard; watch the city, seize the streets (and) take care of yourself! Now I am approaching you again (since) the bodyguard Na'di-ilu told me: ""They are trembling in fea[r]."" Bel and Na[bû] know and the great god himself knows that, verily, when I previously heard that your brothers were killed, for three days nobody entered into my presence, my heart broke. Now you are afraid again. Bel and Nabû know indeed that there is no faul[t of y]ours. You can be ve[r]y glad. Let y[ou]r guard be strong unti[l] I arri[ve]. The bodyguard Na'di-ilu del[i]ver[ed] (the letter) [on] the 26th [of] Iyyar (II). (SPACER)",140
P393605,saao_saa19,"[The king's word to the] commander-in-[chief]: My forts, my [...] (and) my horses [are well]. [Day and] night during my reign, you shall be my magnate (and) my deputy. You shall stand in my place; guarding you is for guarding me. [Don't be neg]ligent but keep watch for me. [...] ... The day [you se]e [this letter ......] (Rest destroyed or too broken for translation) (SPACER) (SPACER) (SPACER)",54
P393606,saao_saa19,"The king's [word] to Madayu: You must be in my [prese]nce in [U]rzuhina on the first of Tammuz (IV) together with 30 riding horses. One [...]... [......] (SPACER) let [...] as [...] I have writ[ten to yo]u; [d]on't be [ne]gligent [wi]th your cavalry, although I may be delayed in the (home)land. (SPACER)",46
P393607,saao_saa19,"To the king, my lord: yo[ur] servant Ululayu. The b[e]st of he[a]lth to the [k]i[ng], my lord! Ass[yria] is well, the temples are well, all the king's forts are well. The king, my lord, can be glad indeed. The emissaries of Commagene, Carc[hem]ish, Ma[r]qasa, Sam'al, Ashdod and Moab have come, but they have passed through Til-Barsip and Guzana without my permission. I sent (word) to detain th[em] in Kubana[še]. They say: ""[......] [......] I wrote to the [commander-in-chief] that the emissari[e]s should not proceed but they had been let to cross over (the river). [Th]ey are now in Kuban[aše]. The second emissary of Commagene went back with letters in his hand. I ordered them to send me [th]eir words. As soon as they bring me the letters [...], I shall forward them [to the king, m]y lord. When the king is ready to set out, let them write to me and let me come and see the king, my lord, (and) let me he[ar] the answer of the king, my lord.",168
P393608,saao_saa19,"[To] the king, [my] lord: yo[ur serva]nt Ululayu. The best of health to the kin[g], my lord! Assyria is well, the temples are well, all the king's forts are well. The king, my lord, can be glad indeed. I am herewith sending to the king, my lord, 20 bales from the household of the commander-in-chief, 40 (bales) from the t[reasurer], 30 (bales) from the [chi]ef cupbearer, in all 90 b[al]es of reed. I took off the water-skin raft (on which the reed was shipped) on the 3rd of Iyyar (II). (SPACER)",90
P393609,saao_saa19,"To the king, my lord: your servant Aššur-šimanni. ruling As to the farmers of the town of Aššur-nirka-uṣur who appealed to the king, saying: ""Our sown field has been flooded"" - now their harvest has come out exceedingly well. The king knows that 10 ho[mers] of seed is cu[ltivated] annually. [......] an estate of 40 [homers of sown land] [......] has cultiv[ated] 10 homers of s[eed]. [They have] utili[zed the la]nd of [th]is sust[enance field]. The k[ing] should have them watched more strictly. They say: ""It is our own sown field."" I will now place harvesters in the sustenance field. If (the harvest) falls short, I shall indemnify it fully. Bet-Eriy[a], an estate of 150 homers of land, has seized an estate of 100 homers of sown field.",124
P393610,saao_saa19,"[T]o the king, my lord: your servant Aššur-šimanni. ruling As to the people about whom the king, my lord, wrote to me, Remute, his brother, the son of Nabû-reši (and) Nabê-rumu are in my presence. Nabû-šarhi-ilani, [...] ... of [...] (Break) (SPACER) They are not in m[y presence]. (SPACER)",42
P393611,saao_saa19,"(Beginning destroyed) [...] It is the third year (now) since they took the t[o]wn, (and) they are saying: ""[...] in the village of the que[en]"" [...]...[...] [......] 140 (‘litres') of flou[r (in]stead of [......] He is taking (for himself) a town of the king. I have sent from Guzana 30 (‘litres') of flour, 50 sheep and 40 jars, but has the town itself been purchase[d] with silver? Is it a town that the queen is buying and [...]ing? I will be coming [to GN and at the king my lord’s] command [shall ... the ...] of the [...]. [...] an abat šarri [......] (Rest destroyed or too broken for translation)",92
P393612,saao_saa19,"To the king, my lord: your servant Qurdi-ili-lamur. The Ionians came and gave battle in Samsim[uruna], Hariṣû and [GN]. A cav[al]ry[man] came to Daman[...]; I [t]ook the free men and went away. They (= the Ionians) did [n]ot take anyth[ing] (and) when [they sa]w [my] tr[oops they embarked] th[eir] boats and [fled] into the midst of the sea. [...] after me (Break) (SPACER) [say]ing: ""He/It is [at the p]ort of Io[nia]."" I myself shall bui[ld] (in) Danab[u] before I go up to [...]. I shall sett[le] there the lone Itu'ean at my disposal and the Itu'[ean] ...[...]. (SPACER)",92
P393613,saao_saa19,"[To] the kin[g], my l[o]rd: yo[ur servant] Q[urd]i-Aššu[r]-lam[ur]. [Conc]erning [... fr]om Ta[ba]l [a]nd Que [ab]out whom they wrote to me from the Palace - let [A]ššur, Bel (and) Na[bû] come into the presence of the ki[n]g as soon as they lay their [...] in Ṭurušpâ and their [...]s from [...] are visiting the crown prince in Assyria. [The one] in charge of the captives [of] the town [...] to the people of the Palace. [......]... [...] [...] ... [...] [they] should go [with the b]odyguard [......] should s[e]t out [...], oil (and) water [......] the[i]r [...] [...... t]h[e]ir [...] [......] his [...] (Break) [......] ... [...] [......] their wish [...] [......] ba[rl]ey (Last line too broken for translation)",87
P393614,saao_saa19,"(Beginning destroyed) [...] which [...] [which] in the town of [...] they sel[ec]ted the [...]s that are on [... and put them] in irons; they are diggi[ng] a moat on [{ithis}] side of the outer wall. Those approximately 400 Gurreans had been sen[t out] to raid [the steppe]. A guard sa[w] (this and) a cry was sounded. We pursued the[m], and they took to the snowy mountain in front of them. We caught them from the town of Yauna and R[e]š-ṣurri. I have sent 200 men to the commander-in-chief, who says that they should be brought to the Palace. 24 men have died here. There are (also) people who were caught with the ...s. Perhaps the king, my lord, will say: ""Where are they digging the moat?"" The outer wall has been ...... (and) I have finished the moat. [They will dig] another moat on t[his] side [of the outer wal]l. The outer wall between [......] If rep[ai]r (is needed) [in ...] and in the [moa]t [...] (Rest destroyed)",156
P393615,saao_saa19,"[To the k]ing, my lord: yo[ur servant] Inurta-belu-uṣur. Good health to the king, my lord! ruling As to Inurta-aplu-iddina about whom my lord wrote to me: ""How many horses, oxen (and) sheep that he brought from Tabal has he entrusted to you? Why have you not written (about this)?"" I have already written to my lord twice: 46 horses, 165 oxen, 4,635 sheep are in my charge (and) 33 horses, 135 oxen are in the charge of Aššur-naṣir. I have given him orders, written a sealed document and given it to him, and he has left for my lord. Aya-neri has fetched 16 logs that came from Bel-ibni, deposited them unto me, and I have received them. Heretofore, Attar-šumki and Mati'-il used to pile up [logs] on the [river] bank, and I have piled them up there as well. N[ow NN] (comes) to m[e], saying: ""Let him (= Aya-neri) cut them for me, (and) bring them across to this side (of the river)!"" The king, my lord, surely knows that it is not (part of) our ilku-duty. The land of my lord is very well (and) we are doing our work. The king, my lord, can be glad indeed. (SPACER)",198
P393616,saao_saa19,"[To the king], my [lord: your servant In]urta-belu-uṣur. [Good health] to the king, my lord! ruling [Concerni]ng what the king, my lord, [wrote] to me: ""20,000 [homers of barley] have been imposed on you - [wh]en will you raise them?"" I have raised [x thousand] 966 homers [of barley] (Break) (SPACER) [I shall rai]se the first [...s]. (SPACER)",53
P393617,saao_saa19,"To the king, my lord: your servant Šamaš-ahu-iddina. The chief eunuch of my lord brought me into Riblah and impressed upon me regarding the watch over Riblah: ""Half of the pack animals should enter Riblah whereas the other half should enter Qadeš."" Aini-El has gone and ap[peal]ed to the commander-in-chief. The messenger of [NN] has broug[ht] m[e] a letter of the commander-in-chief from Ri[bl]a[h ......] (Break) (SPACER) [There is] water and oil [for] half of the [men] but n[ot] for the other half. If the king, my lord, c[ommands]: ""Let them buy and eat thei[r] own food,"" then let them buy and eat, (but) the king, my lord, should know (how things are). The king, my lord, knows that the towns into which I have brought pack animals are in the middle of the desert. Who can stand guard, whether over the pack animals or in my presence? The guard of Riblah is loose. The king, my lord, should know (this). If the king, my lord, commands, I shall release [the ser]vants of the king and I shall keep with m[y] chariot [the guard wh]ich the king entrusted to me.",187
P393619,saao_saa19,"(Beginning destroyed) Re[garding the ......] among the lat[er] captives whom the king, my lord, gave m[e] from Til-Ba[rsip], I have said: ""I do know th[at] there certainly are no [...] among them."" Harammu, the chiliarch of Manṣuate has (now) come to me, (bringing) with him his five sons, [...]..., [and the res]t of [his] people. [The m]en ar[rived] on the 30t[h of ...]. I told to [thei]r compeers: ""I will release and equip them,"" but their brothers did not consent, saying: ""The men are criminals; they will get up and run a[way. They are] be[nt on] killing."" Why [should I ...] the men? (Rest destroyed)",96
P393620,saao_saa19,"(Beginning destroyed) [......] ... the [k]ing (Break) [......] whom the ki[ng|] [... ...]... the people [... ...]... have taken [Concerning the a]rchers [about whom the king, my lord], wrote me, [saying] [......] eunuch [......] has [...]ed his archer(s) [le]t him attack [... ...] the archers [... On the x]th day two of them [......] 40 [......] [......] together [O]n the 20th [o]f Nisan (I), [Mušal]lim-Aššur retur[ned] from [Ṣ]imirra, [saying]: “Go, quickly [rem]ove the corpses [...] and res[ume] th[eir] work, so it can be fin[ished] before the king (comes)."" [One] boat of Ṣi[mirr]a [...] [... i]n [Ṣ]imirra [......] [...] the [arche]r[s ...] (Rest destroyed)",78
P393621,saao_saa19,"(Beginning destroyed) [not] yet [......] 1,000 (bricks) the [... official] ... [...] We are building [......]. We have finish[ed] the ci[ty wall] and are digging [the moat]. As t[o the news] of Damasc[us, PN], the commander-of-fifty of Ata[...], has ru[n away] to me. [I am herewith sen]di[ng him to] the king, [my] l[ord ...] (Break) (SPACER) [..., sa]ying: ""[... I have g]one up fr[om ...]; (thus) they should go up accordingly."" (But) from who[m] I am to give him barley? Let the k[ing, my lord], write me [how much barley there] is left. The kin[g ......] which in the city of [......] the k[ing, my] lord [......] (Rest destroyed)",91
P393622,saao_saa19,"(Beginning destroyed) [that] I pla[ced ...]s [ from] Qu[e ] [...] horses [...] [...] horse trainers [...] [...] king's men wi[th him ...] We [...] in their hands [...] [... accor]ding to him [...] [... t]his [...] [...] me [...] [...] ...... [...] seized [...] [......]... [......] the district [......] [......] I [......] year (Break) [... se]ttle [...] them [le]t him guard [...] they ... [...]... I have settled them there. They are waiting [for] their [...]s, their houses (and) their [...]. Let [the king], my [lord], send word to see where they are [w]aiting for the king my lord's [help], and let him listen to [their needs]. The captives have with them their [...]s, their oxen (and) their [...]s. [be]fore the district [...] [...] let me open the [ga]tes [...] [...]... ...[...] [... has/have giv]en [......] [......] the[m ...] (Rest destroyed)",97
P393623,saao_saa19,"To the king, [my lo]rd: your servant [Inurta-ila'i]. Good health to the king, [m]y lo[rd]! The commander-in-chief told me: ""Cultivate 1,000 (homers of) seed!"" The year has drawn to an end but I am not able to cultivate 1,000 (homers of) seed until I send for the ploughs o[f] Barhalza. The commande[r-in-chief is telling me]: ""The time of seeding is passed."" I have sent word, and they are bringing me oxen from a village under the authority of Arpad. I shall bring the ploughs and oxen together and cultivate seed as much as I can. (SPACER)",95
P393624,saao_saa19,"[To the king, my lord: your servant Inurta-ila'i]. On the 30th of Adar (XII), the interpreter [NN] and the emissaries of Que – with them 1 wooden carriage, 3 mules and 3 men - crossed the river and spent the night in Kar-Shalmaneser. They [are coming] to the Palace to greet (the king).",52
P393625,saao_saa19,"[To the ki]ng, m[y] lord: yo[ur servant] Inurta-ila'i. The commander-in-chief wrote to me: ""Set out with the booty at your disposal and get going!"" Should Tutammû also come together with his eunuchs? (SPACER)",32
P393626,saao_saa19,"[T]o the king, my lord: your servant Inurta-ila'i. Good health to the ki[ng, my lord]! There is an estate of 10 hectares of arable land in Dur-Ayumma [...] On its side [......] (Break) (SPACER) I am (now) sending [...] ... to the king, my lord. (SPACER)",39
